Year,Month,Date,Is.Diwali,Daytype,AQI,AQI_Category,Category
2023,August,28,NA,Weekdays,126,Moderate,2
2023,August,29,NA,Weekdays,180,Moderate,2
2023,August,30,NA,Weekdays,139,Moderate,2
2023,August,31,NA,Weekdays,135,Moderate,2
2023,September,1,NA,Weekdays,104,Moderate,2
2023,September,2,NA,Weekends,106,Moderate,2
2023,September,3,NA,Weekends,65,Satisfactory,1
2023,September,4,NA,Weekdays,42,Good,0
2023,September,5,NA,Weekdays,33,Good,0
2023,September,6,NA,Weekdays,30,Good,0
2023,September,7,NA,Weekdays,30,Good,0
2023,September,8,NA,Weekdays,29,Good,0
2023,September,9,NA,Weekends,34,Good,0
2023,September,10,NA,Weekends,41,Good,0
2023,September,11,NA,Weekdays,39,Good,0
2023,September,12,NA,Weekdays,59,Satisfactory,1
2023,September,13,NA,Weekdays,40,Good,0
2023,September,14,NA,Weekdays,31,Good,0
2023,September,15,NA,Weekdays,31,Good,0
2023,September,16,NA,Weekends,36,Good,0
2023,September,17,NA,Weekends,40,Good,0
2023,September,18,NA,Weekdays,42,Good,0
2023,September,19,NA,Weekdays,29,Good,0
2023,September,20,NA,Weekdays,28,Good,0
2023,September,21,NA,Weekdays,30,Good,0
2023,September,22,NA,Weekdays,38,Good,0
2023,September,23,NA,Weekends,34,Good,0
2023,September,24,NA,Weekends,35,Good,0
2023,September,25,NA,Weekdays,39,Good,0
2023,September,26,NA,Weekdays,39,Good,0
2023,September,27,NA,Weekdays,43,Good,0
2023,September,28,NA,Weekdays,61,Satisfactory,1
2023,September,29,NA,Weekdays,99,Satisfactory,1
2023,September,30,NA,Weekends,52,Satisfactory,1
2023,October,1,NA,Weekends,31,Good,0
2023,October,2,NA,Weekdays,39,Good,0
2023,October,3,NA,Weekdays,31,Good,0
2023,October,4,NA,Weekdays,32,Good,0
2023,October,5,NA,Weekdays,43,Good,0
2023,October,6,NA,Weekdays,63,Satisfactory,1
2023,October,7,NA,Weekends,76,Satisfactory,1
2023,October,8,NA,Weekends,89,Satisfactory,1
2023,October,9,NA,Weekdays,80,Satisfactory,1
2023,October,10,NA,Weekdays,138,Moderate,2
2023,October,11,NA,Weekdays,139,Moderate,2
2023,October,12,NA,Weekdays,166,Moderate,2
2023,October,13,NA,Weekdays,130,Moderate,2
2023,October,14,NA,Weekends,121,Moderate,2
2023,October,15,NA,Weekends,125,Moderate,2
2023,October,16,NA,Weekdays,135,Moderate,2
2023,October,17,NA,Weekdays,175,Moderate,2
2023,October,18,NA,Weekdays,166,Moderate,2
2023,October,19,NA,Weekdays,106,Moderate,2
2023,October,20,NA,Weekdays,89,Satisfactory,1
2023,October,21,NA,Weekends,96,Satisfactory,1
2023,October,22,NA,Weekends,85,Satisfactory,1
2023,October,23,NA,Weekdays,107,Moderate,2
2023,October,24,NA,Weekdays,70,Satisfactory,1
2023,October,25,NA,Weekdays,55,Satisfactory,1
2023,October,26,NA,Weekdays,87,Satisfactory,1
2023,October,27,NA,Weekdays,100,Satisfactory,1
2023,October,28,NA,Weekends,140,Moderate,2
2023,October,29,NA,Weekends,180,Moderate,2
2023,October,30,NA,Weekdays,123,Moderate,2
2023,October,31,NA,Weekdays,142,Moderate,2
2023,November,1,NA,Weekdays,110,Moderate,2
2023,November,2,NA,Weekdays,109,Moderate,2
2023,November,3,NA,Weekdays,184,Moderate,2
2023,November,4,NA,Weekends,102,Moderate,2
2023,November,5,NA,Weekends,133,Moderate,2
2023,November,6,NA,Weekdays,127,Moderate,2
2023,November,7,NA,Weekdays,203,Poor,3
2023,November,8,NA,Weekdays,211,Poor,3
2023,November,9,NA,Weekdays,261,Poor,3
2023,November,10,NA,Weekdays,282,Poor,3
2023,November,11,NA,Weekends,269,Poor,3
2023,November,12,Diwali,Weekends,248,Poor,3
2023,November,13,NA,Weekdays,218,Poor,3
2023,November,14,NA,Weekdays,135,Moderate,2
2023,November,15,NA,Weekdays,102,Moderate,2
2023,November,16,NA,Weekdays,87,Satisfactory,1
2023,November,17,NA,Weekdays,50,Good,0
2023,November,18,NA,Weekends,44,Good,0
2023,November,19,NA,Weekends,76,Satisfactory,1
2023,November,20,NA,Weekdays,96,Satisfactory,1
2023,November,21,NA,Weekdays,127,Moderate,2
2023,November,22,NA,Weekdays,194,Moderate,2
2023,November,23,NA,Weekdays,264,Poor,3
2023,November,24,NA,Weekdays,268,Poor,3
2023,November,25,NA,Weekends,211,Poor,3
2023,November,26,NA,Weekends,159,Moderate,2
2023,November,27,NA,Weekdays,168,Moderate,2
2023,November,28,NA,Weekdays,129,Moderate,2
2023,November,29,NA,Weekdays,150,Moderate,2
2023,November,30,NA,Weekdays,224,Poor,3
2023,December,1,NA,Weekdays,116,Moderate,2
2023,December,2,NA,Weekends,103,Moderate,2
2023,December,3,NA,Weekends,188,Moderate,2
2023,December,4,NA,Weekdays,159,Moderate,2
2023,December,5,NA,Weekdays,147,Moderate,2
2023,December,6,NA,Weekdays,74,Satisfactory,1
2023,December,7,NA,Weekdays,68,Satisfactory,1
2023,December,8,NA,Weekdays,37,Good,0
2023,December,9,NA,Weekends,94,Satisfactory,1
2023,December,10,NA,Weekends,177,Moderate,2
2023,December,11,NA,Weekdays,162,Moderate,2
2023,December,12,NA,Weekdays,199,Moderate,2
2023,December,13,NA,Weekdays,190,Moderate,2
2023,December,14,NA,Weekdays,210,Poor,3
2023,December,15,NA,Weekdays,241,Poor,3
2023,December,16,NA,Weekends,242,Poor,3
2023,December,17,NA,Weekends,248,Poor,3
2023,December,18,NA,Weekdays,245,Poor,3
2023,December,19,NA,Weekdays,209,Poor,3
2023,December,20,NA,Weekdays,236,Poor,3
2023,December,21,NA,Weekdays,155,Moderate,2
2023,December,22,NA,Weekdays,199,Moderate,2
2023,December,23,NA,Weekends,216,Poor,3
2023,December,24,NA,Weekends,172,Moderate,2
2023,December,25,NA,Weekdays,206,Poor,3
2023,December,26,NA,Weekdays,205,Poor,3
2023,December,27,NA,Weekdays,205,Poor,3
2023,December,28,NA,Weekdays,198,Moderate,2
2023,December,29,NA,Weekdays,198,Moderate,2
2023,December,30,NA,Weekends,191,Moderate,2
2023,December,31,NA,Weekends,170,Moderate,2
2024,January,1,NA,Weekdays,180,Moderate,2
2024,January,2,NA,Weekdays,204,Poor,3
2024,January,3,NA,Weekdays,166,Moderate,2
2024,January,4,NA,Weekdays,161,Moderate,2
2024,January,5,NA,Weekdays,241,Poor,3
2024,January,6,NA,Weekends,213,Poor,3
2024,January,7,NA,Weekends,234,Poor,3
2024,January,8,NA,Weekdays,259,Poor,3
2024,January,9,NA,Weekdays,250,Poor,3
2024,January,10,NA,Weekdays,244,Poor,3
2024,January,11,NA,Weekdays,239,Poor,3
2024,January,12,NA,Weekdays,204,Poor,3
2024,January,13,NA,Weekends,252,Poor,3
2024,January,14,NA,Weekends,272,Poor,3
2024,January,15,NA,Weekdays,278,Poor,3
2024,January,16,NA,Weekdays,264,Poor,3
2024,January,17,NA,Weekdays,227,Poor,3
2024,January,18,NA,Weekdays,202,Poor,3
2024,January,19,NA,Weekdays,175,Moderate,2
2024,January,20,NA,Weekends,230,Poor,3
2024,January,21,NA,Weekends,289,Poor,3
2024,January,22,NA,Weekdays,281,Poor,3
2024,January,23,NA,Weekdays,259,Poor,3
2024,January,24,NA,Weekdays,256,Poor,3
2024,January,25,NA,Weekdays,216,Poor,3
2024,January,26,NA,Weekdays,262,Poor,3
2024,January,27,NA,Weekends,213,Poor,3
2024,January,28,NA,Weekends,206,Poor,3
2024,January,29,NA,Weekdays,209,Poor,3
2024,January,30,NA,Weekdays,187,Moderate,2
2024,January,31,NA,Weekdays,100,Satisfactory,1
2024,February,1,NA,Weekdays,102,Moderate,2
2024,February,2,NA,Weekdays,128,Moderate,2
2024,February,3,NA,Weekends,140,Moderate,2
2024,February,4,NA,Weekends,176,Moderate,2
2024,February,5,NA,Weekdays,156,Moderate,2
2024,February,6,NA,Weekdays,131,Moderate,2
2024,February,7,NA,Weekdays,148,Moderate,2
2024,February,8,NA,Weekdays,111,Moderate,2
2024,February,9,NA,Weekdays,107,Moderate,2
2024,February,10,NA,Weekends,136,Moderate,2
2024,February,11,NA,Weekends,211,Poor,3
2024,February,12,NA,Weekdays,228,Poor,3
2024,February,13,NA,Weekdays,221,Poor,3
2024,February,14,NA,Weekdays,222,Poor,3
2024,February,15,NA,Weekdays,187,Moderate,2
2024,February,16,NA,Weekdays,147,Moderate,2
2024,February,17,NA,Weekends,225,Poor,3
2024,February,18,NA,Weekends,165,Moderate,2
2024,February,19,NA,Weekdays,97,Satisfactory,1
2024,February,20,NA,Weekdays,91,Satisfactory,1
2024,February,21,NA,Weekdays,84,Satisfactory,1
2024,February,22,NA,Weekdays,119,Moderate,2
2024,February,23,NA,Weekdays,106,Moderate,2
2024,February,24,NA,Weekends,99,Satisfactory,1
2024,February,25,NA,Weekends,100,Satisfactory,1
2024,February,26,NA,Weekdays,86,Satisfactory,1
2024,February,27,NA,Weekdays,127,Moderate,2
2024,February,28,NA,Weekdays,127,Moderate,2
2024,February,29,NA,Weekdays,155,Moderate,2
2024,March,1,NA,Weekdays,134,Moderate,2
2024,March,2,NA,Weekends,140,Moderate,2
2024,March,3,NA,Weekends,119,Moderate,2
2024,March,4,NA,Weekdays,123,Moderate,2
2024,March,5,NA,Weekdays,96,Satisfactory,1
2024,March,6,NA,Weekdays,106,Moderate,2
2024,March,7,NA,Weekdays,114,Moderate,2
2024,March,8,NA,Weekdays,129,Moderate,2
2024,March,9,NA,Weekends,134,Moderate,2
2024,March,10,NA,Weekends,134,Moderate,2
2024,March,11,NA,Weekdays,117,Moderate,2
2024,March,12,NA,Weekdays,98,Satisfactory,1
2024,March,13,NA,Weekdays,88,Satisfactory,1
2024,March,14,NA,Weekdays,66,Satisfactory,1
2024,March,15,NA,Weekdays,85,Satisfactory,1
2024,March,16,NA,Weekends,70,Satisfactory,1
2024,March,17,NA,Weekends,66,Satisfactory,1
2024,March,18,NA,Weekdays,87,Satisfactory,1
2024,March,19,NA,Weekdays,96,Satisfactory,1
2024,March,20,NA,Weekdays,59,Satisfactory,1
2024,March,21,NA,Weekdays,56,Satisfactory,1
2024,March,22,NA,Weekdays,81,Satisfactory,1
2024,March,23,NA,Weekends,99,Satisfactory,1
2024,March,24,NA,Weekends,71,Satisfactory,1
2024,March,25,NA,Weekdays,66,Satisfactory,1
2024,March,26,NA,Weekdays,59,Satisfactory,1
2024,March,27,NA,Weekdays,60,Satisfactory,1
2024,March,28,NA,Weekdays,71,Satisfactory,1
2024,March,29,NA,Weekdays,82,Satisfactory,1
2024,March,30,NA,Weekends,68,Satisfactory,1
2024,March,31,NA,Weekends,76,Satisfactory,1
2024,April,1,NA,Weekdays,106,Moderate,2
2024,April,2,NA,Weekdays,105,Moderate,2
2024,April,3,NA,Weekdays,111,Moderate,2
2024,April,4,NA,Weekdays,79,Satisfactory,1
2024,April,5,NA,Weekdays,68,Satisfactory,1
2024,April,6,NA,Weekends,95,Satisfactory,1
2024,April,7,NA,Weekends,72,Satisfactory,1
2024,April,8,NA,Weekdays,73,Satisfactory,1
2024,April,9,NA,Weekdays,80,Satisfactory,1
2024,April,10,NA,Weekdays,120,Moderate,2
2024,April,11,NA,Weekdays,148,Moderate,2
2024,April,12,NA,Weekdays,96,Satisfactory,1
2024,April,13,NA,Weekends,106,Moderate,2
2024,April,14,NA,Weekends,100,Satisfactory,1
2024,April,15,NA,Weekdays,96,Satisfactory,1
2024,April,16,NA,Weekdays,76,Satisfactory,1
2024,April,17,NA,Weekdays,95,Satisfactory,1
2024,April,18,NA,Weekdays,98,Satisfactory,1
2024,April,19,NA,Weekdays,108,Moderate,2
2024,April,20,NA,Weekends,92,Satisfactory,1
2024,April,21,NA,Weekends,96,Satisfactory,1
2024,April,22,NA,Weekdays,97,Satisfactory,1
2024,April,23,NA,Weekdays,96,Satisfactory,1
2024,April,24,NA,Weekdays,93,Satisfactory,1
2024,April,25,NA,Weekdays,119,Moderate,2
2024,April,26,NA,Weekdays,82,Satisfactory,1
2024,April,27,NA,Weekends,111,Moderate,2
2024,April,28,NA,Weekends,90,Satisfactory,1
2024,April,29,NA,Weekdays,128,Moderate,2
2024,April,30,NA,Weekdays,110,Moderate,2
2024,May,1,NA,Weekdays,150,Moderate,2
2024,May,2,NA,Weekdays,90,Satisfactory,1
2024,May,3,NA,Weekdays,91,Satisfactory,1
2024,May,4,NA,Weekends,84,Satisfactory,1
2024,May,5,NA,Weekends,64,Satisfactory,1
2024,May,6,NA,Weekdays,70,Satisfactory,1
2024,May,7,NA,Weekdays,56,Satisfactory,1
2024,May,8,NA,Weekdays,48,Good,0
2024,May,9,NA,Weekdays,41,Good,0
2024,May,10,NA,Weekdays,50,Good,0
2024,May,11,NA,Weekends,43,Good,0
2024,May,12,NA,Weekends,53,Satisfactory,1
2024,May,13,NA,Weekdays,55,Satisfactory,1
2024,May,14,NA,Weekdays,58,Satisfactory,1
2024,May,15,NA,Weekdays,60,Satisfactory,1
2024,May,16,NA,Weekdays,50,Good,0
2024,May,17,NA,Weekdays,49,Good,0
2024,May,18,NA,Weekends,57,Satisfactory,1
2024,May,19,NA,Weekends,58,Satisfactory,1
2024,May,20,NA,Weekdays,41,Good,0
2024,May,21,NA,Weekdays,42,Good,0
2024,May,22,NA,Weekdays,35,Good,0
2024,May,23,NA,Weekdays,46,Good,0
2024,May,24,NA,Weekdays,56,Satisfactory,1
2024,May,25,NA,Weekends,53,Satisfactory,1
2024,May,26,NA,Weekends,42,Good,0
2024,May,27,NA,Weekdays,26,Good,0
2024,May,28,NA,Weekdays,54,Satisfactory,1
2024,May,29,NA,Weekdays,75,Satisfactory,1
2024,May,30,NA,Weekdays,72,Satisfactory,1
2024,May,31,NA,Weekdays,53,Satisfactory,1
2024,June,1,NA,Weekends,56,Satisfactory,1
2024,June,2,NA,Weekends,53,Satisfactory,1
2024,June,3,NA,Weekdays,63,Satisfactory,1
2024,June,4,NA,Weekdays,60,Satisfactory,1
2024,June,5,NA,Weekdays,68,Satisfactory,1
2024,June,6,NA,Weekdays,76,Satisfactory,1
2024,June,7,NA,Weekdays,71,Satisfactory,1
2024,June,8,NA,Weekends,61,Satisfactory,1
2024,June,9,NA,Weekends,63,Satisfactory,1
2024,June,10,NA,Weekdays,63,Satisfactory,1
2024,June,11,NA,Weekdays,51,Satisfactory,1
2024,June,12,NA,Weekdays,50,Good,0
2024,June,13,NA,Weekdays,55,Satisfactory,1
2024,June,14,NA,Weekdays,61,Satisfactory,1
2024,June,15,NA,Weekends,72,Satisfactory,1
2024,June,16,NA,Weekends,61,Satisfactory,1
2024,June,17,NA,Weekdays,59,Satisfactory,1
2024,June,18,NA,Weekdays,65,Satisfactory,1
2024,June,19,NA,Weekdays,63,Satisfactory,1
2024,June,20,NA,Weekdays,47,Good,0
2024,June,21,NA,Weekdays,42,Good,0
2024,June,22,NA,Weekends,40,Good,0
2024,June,23,NA,Weekends,35,Good,0
2024,June,24,NA,Weekdays,38,Good,0
2024,June,25,NA,Weekdays,46,Good,0
2024,June,26,NA,Weekdays,41,Good,0
2024,June,27,NA,Weekdays,32,Good,0
2024,June,28,NA,Weekdays,32,Good,0
2024,June,29,NA,Weekends,35,Good,0
2024,June,30,NA,Weekends,42,Good,0
2024,July,1,NA,Weekdays,52,Satisfactory,1
2024,July,2,NA,Weekdays,45,Good,0
2024,July,3,NA,Weekdays,41,Good,0
2024,July,4,NA,Weekdays,44,Good,0
2024,July,5,NA,Weekdays,50,Good,0
2024,July,6,NA,Weekends,50,Good,0
2024,July,7,NA,Weekends,39,Good,0
2024,July,8,NA,Weekdays,41,Good,0
2024,July,9,NA,Weekdays,40,Good,0
2024,July,10,NA,Weekdays,43,Good,0
2024,July,11,NA,Weekdays,49,Good,0
2024,July,12,NA,Weekdays,51,Satisfactory,1
2024,July,13,NA,Weekends,46,Good,0
2024,July,14,NA,Weekends,50,Good,0
2024,July,15,NA,Weekdays,34,Good,0
2024,July,16,NA,Weekdays,33,Good,0
2024,July,17,NA,Weekdays,37,Good,0
2024,July,18,NA,Weekdays,35,Good,0
2024,July,19,NA,Weekdays,34,Good,0
2024,July,20,NA,Weekends,33,Good,0
2024,July,21,NA,Weekends,35,Good,0
2024,July,22,NA,Weekdays,35,Good,0
2024,July,23,NA,Weekdays,33,Good,0
2024,July,24,NA,Weekdays,40,Good,0
2024,July,25,NA,Weekdays,54,Satisfactory,1
2024,July,26,NA,Weekdays,55,Satisfactory,1
2024,July,27,NA,Weekends,42,Good,0
2024,July,28,NA,Weekends,42,Good,0
2024,July,29,NA,Weekdays,40,Good,0
2024,July,30,NA,Weekdays,47,Good,0
2024,July,31,NA,Weekdays,52,Satisfactory,1
2024,August,1,NA,Weekdays,54,Satisfactory,1
2024,August,2,NA,Weekdays,42,Good,0
2024,August,3,NA,Weekends,42,Good,0
2024,August,4,NA,Weekends,45,Good,0
2024,August,5,NA,Weekdays,47,Good,0
2024,August,6,NA,Weekdays,50,Good,0
2024,August,7,NA,Weekdays,43,Good,0
2024,August,8,NA,Weekdays,40,Good,0
2024,August,9,NA,Weekdays,43,Good,0
2024,August,10,NA,Weekends,45,Good,0
2024,August,11,NA,Weekends,53,Satisfactory,1
2024,August,12,NA,Weekdays,59,Satisfactory,1
2024,August,13,NA,Weekdays,49,Good,0
2024,August,14,NA,Weekdays,61,Satisfactory,1
2024,August,15,NA,Weekdays,73,Satisfactory,1
2024,August,16,NA,Weekdays,50,Good,0
2024,August,17,NA,Weekends,63,Satisfactory,1
2024,August,18,NA,Weekends,50,Good,0
2024,August,19,NA,Weekdays,45,Good,0
2024,August,20,NA,Weekdays,63,Satisfactory,1
2024,August,21,NA,Weekdays,58,Satisfactory,1
2024,August,22,NA,Weekdays,62,Satisfactory,1
2024,August,23,NA,Weekdays,56,Satisfactory,1
2024,August,24,NA,Weekends,43,Good,0
2024,August,25,NA,Weekends,54,Satisfactory,1
2024,August,26,NA,Weekdays,82,Satisfactory,1
2024,August,27,NA,Weekdays,35,Good,0
2024,August,28,NA,Weekdays,37,Good,0
2024,August,29,NA,Weekdays,37,Good,0
2024,August,30,NA,Weekdays,46,Good,0
2024,August,31,NA,Weekends,35,Good,0
2024,September,1,NA,Weekends,38,Good,0
2024,September,2,NA,Weekdays,38,Good,0
2024,September,3,NA,Weekdays,45,Good,0
2024,September,4,NA,Weekdays,49,Good,0
2024,September,5,NA,Weekdays,50,Good,0
2024,September,6,NA,Weekdays,47,Good,0
2024,September,7,NA,Weekends,57,Satisfactory,1
2024,September,8,NA,Weekends,66,Satisfactory,1
2024,September,9,NA,Weekdays,40,Good,0
2024,September,10,NA,Weekdays,43,Good,0
2024,September,11,NA,Weekdays,48,Good,0
2024,September,12,NA,Weekdays,66,Satisfactory,1
2024,September,13,NA,Weekdays,82,Satisfactory,1
2024,September,14,NA,Weekends,52,Satisfactory,1
2024,September,15,NA,Weekends,46,Good,0
2024,September,16,NA,Weekdays,47,Good,0
2024,September,17,NA,Weekdays,56,Satisfactory,1
2024,September,18,NA,Weekdays,52,Satisfactory,1
2024,September,19,NA,Weekdays,87,Satisfactory,1
2024,September,20,NA,Weekdays,106,Moderate,2
2024,September,21,NA,Weekends,88,Satisfactory,1
2024,September,22,NA,Weekends,68,Satisfactory,1
2024,September,23,NA,Weekdays,95,Satisfactory,1
2024,September,24,NA,Weekdays,46,Good,0
2024,September,25,NA,Weekdays,37,Good,0
2024,September,26,NA,Weekdays,36,Good,0
2024,September,27,NA,Weekdays,34,Good,0
2024,September,28,NA,Weekends,42,Good,0
2024,September,29,NA,Weekends,44,Good,0
2024,September,30,NA,Weekdays,58,Satisfactory,1
2024,October,1,NA,Weekdays,85,Satisfactory,1
2024,October,2,NA,Weekdays,87,Satisfactory,1
2024,October,3,NA,Weekdays,100,Satisfactory,1
2024,October,4,NA,Weekdays,73,Satisfactory,1
2024,October,5,NA,Weekends,69,Satisfactory,1
2024,October,6,NA,Weekends,68,Satisfactory,1
2024,October,7,NA,Weekdays,54,Satisfactory,1
2024,October,8,NA,Weekdays,47,Good,0
2024,October,9,NA,Weekdays,50,Good,0
2024,October,10,NA,Weekdays,42,Good,0
2024,October,11,NA,Weekdays,48,Good,0
2024,October,12,NA,Weekends,45,Good,0
2024,October,13,NA,Weekends,59,Satisfactory,1
2024,October,14,NA,Weekdays,134,Moderate,2
2024,October,15,NA,Weekdays,177,Moderate,2
2024,October,16,NA,Weekdays,142,Moderate,2
2024,October,17,NA,Weekdays,83,Satisfactory,1
2024,October,18,NA,Weekdays,66,Satisfactory,1
2024,October,19,NA,Weekends,53,Satisfactory,1
2024,October,20,NA,Weekends,87,Satisfactory,1
2024,October,21,NA,Weekdays,120,Moderate,2
2024,October,22,NA,Weekdays,100,Satisfactory,1
2024,October,23,NA,Weekdays,89,Satisfactory,1
2024,October,24,NA,Weekdays,43,Good,0
2024,October,25,NA,Weekdays,44,Good,0
2024,October,26,NA,Weekends,55,Satisfactory,1
2024,October,27,NA,Weekends,71,Satisfactory,1
2024,October,28,NA,Weekdays,69,Satisfactory,1
2024,October,29,NA,Weekdays,78,Satisfactory,1
2024,October,30,NA,Weekdays,70,Satisfactory,1
2024,October,31,Diwali,Weekdays,57,Satisfactory,1
2024,November,1,NA,Weekdays,155,Moderate,2
2024,November,2,NA,Weekends,242,Poor,3
2024,November,3,NA,Weekends,178,Moderate,2
2024,November,4,NA,Weekdays,159,Moderate,2
2024,November,5,NA,Weekdays,150,Moderate,2
2024,November,6,NA,Weekdays,110,Moderate,2
2024,November,7,NA,Weekdays,102,Moderate,2
2024,November,8,NA,Weekdays,102,Moderate,2
2024,November,9,NA,Weekends,96,Satisfactory,1
2024,November,10,NA,Weekends,87,Satisfactory,1
2024,November,11,NA,Weekdays,90,Satisfactory,1
2024,November,12,NA,Weekdays,100,Satisfactory,1
2024,November,13,NA,Weekdays,103,Moderate,2
2024,November,14,NA,Weekdays,204,Poor,3
2024,November,15,NA,Weekdays,222,Poor,3
2024,November,16,NA,Weekends,172,Moderate,2
2024,November,17,NA,Weekends,202,Poor,3
2024,November,18,NA,Weekdays,178,Moderate,2
2024,November,19,NA,Weekdays,178,Moderate,2
2024,November,20,NA,Weekdays,173,Moderate,2
2024,November,21,NA,Weekdays,151,Moderate,2
2024,November,22,NA,Weekdays,164,Moderate,2
2024,November,23,NA,Weekends,213,Poor,3
2024,November,24,NA,Weekends,220,Poor,3
2024,November,25,NA,Weekdays,208,Poor,3
2024,November,26,NA,Weekdays,262,Poor,3
2024,November,27,NA,Weekdays,224,Poor,3
2024,November,28,NA,Weekdays,124,Moderate,2
2024,November,29,NA,Weekdays,93,Satisfactory,1
2024,November,30,NA,Weekends,104,Moderate,2
2024,December,1,NA,Weekends,85,Satisfactory,1
2024,December,2,NA,Weekdays,104,Moderate,2
2024,December,3,NA,Weekdays,191,Moderate,2
2024,December,4,NA,Weekdays,201,Poor,3
2024,December,5,NA,Weekdays,260,Poor,3
2024,December,6,NA,Weekdays,159,Moderate,2
2024,December,7,NA,Weekends,129,Moderate,2
2024,December,8,NA,Weekends,142,Moderate,2
2024,December,9,NA,Weekdays,167,Moderate,2
2024,December,10,NA,Weekdays,169,Moderate,2
2024,December,11,NA,Weekdays,161,Moderate,2
2024,December,12,NA,Weekdays,175,Moderate,2
2024,December,13,NA,Weekdays,165,Moderate,2
2024,December,14,NA,Weekends,185,Moderate,2
2024,December,15,NA,Weekends,157,Moderate,2
2024,December,16,NA,Weekdays,190,Moderate,2
2024,December,17,NA,Weekdays,207,Poor,3
2024,December,18,NA,Weekdays,191,Moderate,2
2024,December,19,NA,Weekdays,153,Moderate,2
2024,December,20,NA,Weekdays,174,Moderate,2
2024,December,21,NA,Weekends,136,Moderate,2
2024,December,22,NA,Weekends,81,Satisfactory,1
2024,December,23,NA,Weekdays,120,Moderate,2
2024,December,24,NA,Weekdays,126,Moderate,2
2024,December,25,NA,Weekdays,138,Moderate,2
2024,December,26,NA,Weekdays,150,Moderate,2
2024,December,27,NA,Weekdays,144,Moderate,2
2024,December,28,NA,Weekends,178,Moderate,2
2024,December,29,NA,Weekends,196,Moderate,2
2024,December,30,NA,Weekdays,159,Moderate,2
2024,December,31,NA,Weekdays,124,Moderate,2
